"ID","PerformanceName","BoxOffice","Organizer","Venue","Event","SeatingChart","PerformanceDate","PerformanceEndDate","PerformanceStartTime","PerformanceEndTime","SalesStart","SalesEnd","DeliveryMethods","InternalStatus","ManualStatus","MaxReserveTime","ConfirmationContact","ConfirmationContactID","ConfirmationContactType","PerformanceCode","Featured","Tmp_Completed","Description","Img_1","Img_2","SearchKeywords","FT_Timestamp","SeatingMapImage","AlertQty","AlertEmail","TicketCopy1","TicketCopy2","TicketCopy3","TicketCopy4","TicketCopy5","TicketCopy6","TicketCopy7","TicketCopy8","LowTicketsAlert","SoldOutAlert","SingleAreaVenueAreaID","pdate_changed","InfoBox","PrintTicketForEachDay","MaxTicketsPerBasket","SkiDataGateID","isPackage","PackagePrintIndividual","ShowPerformancesInPackage","TicketWaterMarkImage","TicketWaterMarkDisplayOption","TC1FontFamily","TC1FontSize","TC1FontStyle","TC2FontFamily","TC2FontSize","TC2FontStyle","TC3FontFamily","TC3FontSize","TC3FontStyle","TC4FontFamily","TC4FontSize","TC4FontStyle","TC5FontFamily","TC5FontSize","TC5FontStyle","TC6FontFamily","TC6FontSize","TC6FontStyle","TC7FontFamily","TC7FontSize","TC7FontStyle","TC8FontFamily","TC8FontSize","TC8FontStyle","AccessPassword","AccessRestricted","DoNotPrint","PricePrintOption","PricePrintOptionOther","UseEventDescription"
"67","Bicentennial lunch with Michael Burlingame","1","1","1","27","18","2009-02-12 00:00:00","2009-02-12 00:00:00","1900-01-01 11:30:00","1900-01-01 13:00:00","2008-11-03 07:00:00","2009-02-11 14:00:00","2","4","3","30","0",0,"0","sp02122009","1","2","Location:President Abraham Lincoln Hotel701 East AdamsSpringfieldMenu:Illinois corn chowder muffin, pan seared chicken with sauteed spinach and lemon beurre blanc, and chocolate layer cake with vanilla bean sauce (special diet needs call 558-8934)","","","","00000000000119BD","Blank.gif","0","","Bicentennial Lunch with Michael Burlingame","Feb 12, 2009","General Seating","11:30","General Seating","","","","0","0","24","2009-02-02 06:41:50","Location:President Abraham Lincoln Hotel701 East AdamsSpringfieldMenu:Illinois corn chowder muffin, pan seared chicken with sauteed spinach and lemon beurre blanc, and chocolate layer cake with vanilla bean sause (special diet needs call 588-8934)","0","0","0","0","0","0","","","Impact","14","normal","Impact","9","normal","Impact","9","normal","Impact","9","normal","Impact","9","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","0","0","","1"
"68","Tea with Harriet Tubman","1","1","1","2","3","2009-03-21 00:00:00","2009-03-21 00:00:00","1900-01-01 14:00:00","1900-01-01 17:00:00","2009-02-25 07:00:00","2009-03-17 14:00:00","3","1","6","30","0",0,"0","sp03212009","1","2","Hear from Harriet Tubman herself, the famous conductor on the Underground Railroad. Born a slave, she made her own escape to freedom in 1849 with the help of abolitionists. She then turned to help her family and others. Harriet was never captured despite a reward and slave catchers on her trail. She’ll tell you whether all of her “passengers” successfully made their journey, and about her service during the Civil War as a scout, spy, and nurse for the Union Army.Ticket includes viewing the museum's latest temporary exhibit, ""The Lincoln Project.""","","","","0000000000013D07","Blank.gif","0","","Tea with Harriet Tubman","March 21","2:00pm","Open","Seating","","","","0","0","5","2009-03-18 06:23:31","Afternoon Tea will begin at 2:00pm in the Lincoln Reception Room at the Abraham Lincoln Presidential Library.Ticket includes viewing the museum's latest temporary exhibit, ""The Lincoln Project.""","0","0","0","0","0","0","","","Tahoma","20","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","0","0","","0"
"69","My Grandmother's Apron","1","1","1","2","3","2009-05-16 00:00:00","2009-05-16 00:00:00","1900-01-01 14:00:00","1900-01-01 17:00:00","2009-02-25 07:00:00","2009-05-15 14:00:00","3","1","4","30","0",0,"0","sp05162009","1","2","Bring your own vintage apron and the story behind it.  The Tea Ladies will share what women historically have done while wearing their aprons; including gardening, cooking, sewing, laundry, and more.Ticket includes viewing the museum's latest temporary exhibit, ""The Lincoln Project.""","","","","0000000000015D2F","Blank.gif","0","","My Grandmother's Apron","May 16","2:00pm","Open","Seating","","","","0","0","5","2009-05-15 09:29:19","Afternoon Tea will begin at 2:00pm in the Lincoln Reception Room at the Abraham Lincoln Presidential Library.Ticket includes viewing the museum's latest temporary exhibit, ""The Lincoln Project.""","0","0","0","0","0","0","","","Tahoma","20","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","0","0","","0"
"70","Victorian Christmas Memories","1","1","1","2","3","2009-11-21 00:00:00","2009-11-21 00:00:00","1900-01-01 14:00:00","1900-01-01 17:00:00","2009-02-25 07:00:00","2009-11-20 14:00:00","3","1","2","30","0",0,"0","sp11212009","1","2","The Tea Ladies will teach our guests how the Victorians prepared for Christmas, including their take on handmade ornaments, Christmas cards, Santa Claus, handmade and purchased gifts, and famous candy treats such as the “Peppermint Pig.”","","","","000000000001E18E","Blank.gif","0","","Victorian Christmas Memories","November 21","2:00pm","Open","Seating","","","","0","0","5","2009-08-05 07:29:29","Afternoon Tea will begin at 2:00pm in the Lincoln Reception Room at the Abraham Lincoln Presidential Library.","0","0","0","0","0","0","","","Tahoma","14","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","0","0","","0"
"71","Civil War Musical","1","1","1","19","16","2009-07-24 00:00:00","2009-07-24 00:00:00","1900-01-01 20:00:00","1900-01-01 22:00:00","2009-04-20 07:00:00","2009-07-24 20:00:00","2","1","2","30","0",0,"0","sp07242009","1","2","This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","","","","000000000001D60A","Blank.gif","0","","","","","","","","","","0","0","22","2009-07-24 09:17:04","This event is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"72","Civil War Musical","1","1","1","19","16","2009-07-25 00:00:00","2009-07-25 00:00:00","1900-01-01 20:00:00","1900-01-01 22:00:00","2009-04-20 07:00:00","2009-07-25 12:00:00","2","1","2","30","0",0,"0","sp07252009","1","2","This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","","","","000000000001D571","Blank.gif","0","","","","","","","","","","0","0","22","2009-07-23 11:38:18","This event is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"73","Civil War Musical","1","1","1","19","16","2009-07-26 00:00:00","2009-07-26 00:00:00","1900-01-01 20:00:00","1900-01-01 22:00:00","2009-04-20 07:00:00","2009-07-26 12:00:00","2","1","2","30","0",0,"0","sp07262009","1","2","This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","","","","000000000001D572","Blank.gif","0","","","","","","","","","","0","0","22","2009-07-23 11:38:44","This event is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"74","Civil War Musical","1","1","1","19","16","2009-07-30 00:00:00","2009-07-30 00:00:00","1900-01-01 20:00:00","1900-01-01 22:00:00","2009-04-20 07:00:00","2009-07-30 12:00:00","2","1","2","30","0",0,"0","sp07302009","1","2","This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","","","","000000000001DC38","Blank.gif","0","","","","","","","","","","0","0","22","2009-07-30 06:39:18","This event is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"75","Civil War Musical","1","1","1","19","16","2009-07-31 00:00:00","2009-07-31 00:00:00","1900-01-01 20:00:00","1900-01-01 22:00:00","2009-04-20 07:00:00","2009-07-31 12:00:00","2","1","2","30","0",0,"0","sp07312009","1","2","This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","","","","000000000001DC39","Blank.gif","0","","","","","","","","","","0","0","22","2009-07-30 06:39:34","This event is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"76","Civil War Musical","1","1","1","19","16","2009-08-01 00:00:00","2009-08-01 00:00:00","1900-01-01 20:00:00","1900-01-01 22:00:00","2009-04-20 07:00:00","2009-08-01 12:00:00","2","1","2","30","0",0,"0","sp08012009","1","2","This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","","","","000000000001DC3A","Blank.gif","0","","","","","","","","","","0","0","22","2009-07-30 06:39:50","This event is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00This musical is performed on an outdoor stage in Union Square Park across the street from the Museum.  Pre-show entertainment will begin at 7:00pm.Lawn and blanket seating are free for children 8 years of age and under.Tickets/wristbands will not be mailed before June 1st. Box office will be open at 6:00pm.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"77","Conference Registration","1","1","1","28","18","2009-07-16 00:00:00","2009-07-19 00:00:00","1900-01-01 15:00:00","1900-01-01 17:00:00","2009-05-13 07:00:00","2009-07-12 14:00:00","3","1","1","30","0",0,"0","sp07162009","1","2","SHEAR Member:  $65Non-Member:  $95Student (ID required):  $45Conference pre-registration deadline is Wednesday, June 24, 2009, after which all prices will increase by $10.00 per participant.  Any cancellations should be made directly with the Abraham Lincoln Presidential Library Foundation, attention Kate Sullivan 217-557-6251.  Registration cancellations made between June 15 and June 30, 2009 receive a 50% refund; cancellations after July 1 receive no refund.","","","","000000000001B63E","Blank.gif","0","","","","","","","","","","0","0","24","2009-07-08 14:31:14","All conference sessions will be held at the conference hotel, the President Abraham Lincoln Hotel . The opening event of the conference will be a plenary session at the Abraham Lincoln Presidential Library Multi-purpose Room.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"78","President's Plenary and Reception","1","1","1","28","13","2009-07-16 00:00:00","2009-07-16 00:00:00","1900-01-01 19:00:00","1900-01-01 22:30:00","2009-05-13 07:00:00","2009-07-12 14:00:00","3","1","1","30","0",0,"0","sp07162009a","1","2","The conference will open at 7:00pm with a plenary session, “Lincoln and the Legacies of the American Revolution” to be held in the Multipurpose Room of the Abraham Lincoln Presidential Library.  Following the opening session will be a welcoming reception for conference participants. There is no charge for this reception.Sponsored by the Abraham Lincoln Presidential Library and Museum.","","","","0000000000015CCC","Blank.gif","0","","","","","","","","","","0","0","19","2009-05-13 07:28:56","The welcoming reception will be held in the Library’s Atrium.Must be registered for the conference to attend.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"79","Women of SHEAR (Boydston) Breakfast","1","1","1","28","3","2009-07-17 00:00:00","2009-07-17 00:00:00","1900-01-01 07:45:00","1900-01-01 08:45:00","2009-05-13 07:00:00","2009-07-12 14:00:00","3","1","1","30","0",0,"0","sp07172009","1","2","Friday morning breakfast for the Women of SHEAR (Boydston) conference.  Must be a conference participant to attend.  The breakfast will be held in the Lincoln Reception Room at the Abraham Lincoln Presidential Library.Cost of the breakfast is $15 per person (seating limited).","","","","0000000000015CC7","Blank.gif","0","","","","","","","","","","0","0","5","2009-05-12 11:59:11","Must be registered for the conference to attend the breakfast.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"80","Family Reception","1","1","1","28","8","2009-07-17 00:00:00","2009-07-17 00:00:00","1900-01-01 19:00:00","1900-01-01 22:00:00","2009-05-13 07:00:00","2009-07-12 14:00:00","3","1","1","30","0",0,"0","sp07172009a","1","2","Family reception to be held in the Abraham Lincoln Presidential Museum.  Heavy hors d’oeuvers, wine, beer, and soft drinks will be available as well as access to museum exhibits and theatres.There is no charge for this event.  One family member must be registered for the conference.","","","","0000000000015C99","Blank.gif","0","","","","","","","","","","0","0","12","2009-05-11 13:20:32","Family reception to be held in the Abraham Lincoln Presidential Museum, 212 North Sixth Street.","0","0","0","0","0","0","","","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","1","0","","0"
"81","Presidential Banquet","1","1","1","28","8","2009-07-18 00:00:00","2009-07-18 00:00:00","1900-01-01 19:00:00","1900-01-01 21:00:00","2009-05-13 07:00:00","2009-07-12 14:00:00","3","1","1","30","0",0,"0","sp07182009","1","2","The banquet will be held in the plaza of the Abraham Lincoln Presidential Museum. One family member must be a conference participant to register. Banquet tickets are required at a cost of $55 per person.If a vegetarian option is required, please call 217-558-8934.","","","","0000000000015CC8","Blank.gif","0","","SHEAR 31st Annual Banquet","July 18","7:00pm","Open","Seating","","","","0","0","12","2009-05-12 12:01:08","The banquet will be held in the plaza of the Abraham Lincoln Presidential Museum. One family member must be a conference participant to register. Banquet tickets are required at a cost of $55 per person (seating is limited).If a vegetarian option is required, please call 217-558-8934.","0","0","0","0","0","0","","","Tahoma","16","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Tahoma","10","bold","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","0","0","","0"
"82","Lincoln's Springfield Walking Tour","1","1","1","28","18","2009-07-18 00:00:00","2009-07-18 00:00:00","1900-01-01 13:30:00","1900-01-01 14:30:00","2009-05-13 07:00:00","2009-07-12 14:00:00","3","1","1","30","0",0,"0","sp07182009a","1","2","“Lincoln’s Springfield and Springfield’s Lincoln Walking Tour.""Those interested in learning more about their host city are encouraged to join Dr. Bryon Andreasen in a walking tour of the historic district.  This tour is limited to twenty persons with tickets purchased in advance.  It will originate from the President Abraham Lincoln Hotel lobby.  Cost is $20 per adult, $10 Children 5-11, and free for children under 5.","","","","0000000000015CBB","Blank.gif","0","","Lincoln's Springfield Walking Tour","July 18,","2009","1:30pm","Hotel Lobby","","","","0","0","24","2009-05-12 08:03:28","walking tour “Lincoln’s Springfield and Springfield’s Lincoln” will be conducted by Dr. Bryon Andreasen on Saturday, July 18 beginning at 1:30 p.m.  This tour is limited to twenty persons with tickets purchased in advance.","0","0","0","0","0","0","","","Tahoma","14","bold","Tahoma","10","normal","Tahoma","10","normal","Tahoma","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","Arial","10","normal","","0","0","0","","0"
